Dataenergy_production_total.csv
,
3
year,country,rate
1977,Ireland,1330
1978,Ireland,1120
1979,Ireland,1470
1980,Ireland,1890
1981,Ireland,2490
1982,Ireland,3030
1983,Ireland,3210
1984,Ireland,3630
1985,Ireland,2850
1986,Ireland,2640
1987,Ireland,3010
1988,Ireland,2870
1989,Ireland,3760
1990,Ireland,3470
1991,Ireland,3290
1992,Ireland,3080
1993,Ireland,3450
1994,Ireland,3560
1995,Ireland,4100
1996,Ireland,3540
1997,Ireland,2850
1998,Ireland,2460
1999,Ireland,2460
2000,Ireland,2160
2001,Ireland,1780
2002,Ireland,1540
2003,Ireland,1830
2004,Ireland,1860
2005,Ireland,1630
2006,Ireland,1600
2007,Ireland,1410
2008,Ireland,1520
2009,Ireland,1530
2010,Ireland,1950
1960,Israel,
1961,Israel,
1962,Israel,
1963,Israel,
1964,Israel,
1965,Israel,
1966,Israel,
1967,Israel,
1968,Israel,
1969,Israel,
1970,Israel,
1971,Israel,5940
1972,Israel,6240
1973,Israel,6150
1974,Israel,4270
1975,Israel,6580
1976,Israel,88.1
1977,Israel,77.9
1978,Israel,74.4
1979,Israel,85.8
1980,Israel,154
1981,Israel,150
1982,Israel,78.9
1983,Israel,68.1
1984,Israel,56
1985,Israel,282
1986,Israel,341
1987,Israel,362
1988,Israel,380
1989,Israel,391
1990,Israel,424
1991,Israel,438
1992,Israel,458
1993,Israel,502
1994,Israel,516
1995,Israel,548
1996,Israel,557
1997,Israel,584
1998,Israel,600
1999,Israel,601
2000,Israel,642
2001,Israel,673
2002,Israel,708
2003,Israel,739
2004,Israel,1740
2005,Israel,2110
2006,Israel,2680
2007,Israel,2900
2008,Israel,3900
2009,Israel,3270
2010,Israel,3730
1960,Italy,13800
1961,Italy,14100
1962,Italy,14100
1963,Italy,14700
1964,Italy,15900
1965,Italy,16000
1966,Italy,16700
1967,Italy,17000
1968,Italy,17600
1969,Italy,18500
1970,Italy,19900
1971,Italy,19500
1972,Italy,20100
1973,Italy,20400
1974,Italy,21200
1975,Italy,21000
1976,Italy,21700
1977,Italy,20900
1978,Italy,20900
1979,Italy,20600
1980,Italy,19900
1981,Italy,20800
1982,Italy,22600
1983,Italy,21500
1984,Italy,22600
1985,Italy,22800
1986,Italy,24800
1987,Italy,24200
1988,Italy,25500
1989,Italy,25200
1990,Italy,25300
1991,Italy,26100
1992,Italy,27300
1993,Italy,28300
1994,Italy,29500
1995,Italy,29400
1996,Italy,30300
1997,Italy,30400
1998,Italy,30300
1999,Italy,29200
2000,Italy,28200
2001,Italy,26900
2002,Italy,27500
2003,Italy,27800
2004,Italy,28400
2005,Italy,27900
2006,Italy,27400
2007,Italy,26400
2008,Italy,27000
2009,Italy,27000
2010,Italy,28800
1960,Jamaica,
1961,Jamaica,
1962,Jamaica,
1963,Jamaica,
1964,Jamaica,
1965,Jamaica,
1966,Jamaica,
1967,Jamaica,
1968,Jamaica,
1969,Jamaica,
1970,Jamaica,
1971,Jamaica,277
1972,Jamaica,280
1973,Jamaica,251
1974,Jamaica,267
1975,Jamaica,254
1976,Jamaica,254
1977,Jamaica,234
1978,Jamaica,253
1979,Jamaica,222
1980,Jamaica,224
1981,Jamaica,224
1982,Jamaica,247
1983,Jamaica,235
1984,Jamaica,273
1985,Jamaica,252
1986,Jamaica,255
1987,Jamaica,256
1988,Jamaica,260
1989,Jamaica,310
1990,Jamaica,485
1991,Jamaica,485
1992,Jamaica,484
1993,Jamaica,473
1994,Jamaica,485
1995,Jamaica,483
1996,Jamaica,498
1997,Jamaica,510
1998,Jamaica,467
1999,Jamaica,481
2000,Jamaica,589
2001,Jamaica,500
2002,Jamaica,393
2003,Jamaica,396
2004,Jamaica,412
2005,Jamaica,412
2006,Jamaica,411
2007,Jamaica,412
2008,Jamaica,494
2009,Jamaica,531
1960,Japan,47000
1961,Japan,49900
1962,Japan,48100
1963,Japan,47200
1964,Japan,48000
1965,Japan,48100
1966,Japan,48900
1967,Japan,44900
1968,Japan,44800
1969,Japan,42300
1970,Japan,39300
1971,Japan,35800
1972,Japan,32600
1973,Japan,29500
1974,Japan,30600
1975,Japan,29900
1976,Japan,33000
1977,Japan,32000
1978,Japan,36200
1979,Japan,39400
1980,Japan,43300
1981,Japan,44500
1982,Japan,51800
1983,Japan,55200
1984,Japan,59300
1985,Japan,67100
1986,Japan,68900
1987,Japan,71700
1988,Japan,69700
1989,Japan,70500
1990,Japan,75200
1991,Japan,79200
1992,Japan,80200
1993,Japan,87700
1994,Japan,90500
1995,Japan,98600
1996,Japan,102000
1997,Japan,106000
1998,Japan,109000
1999,Japan,105000
2000,Japan,106000
2001,Japan,105000
2002,Japan,96900
2003,Japan,84100
2004,Japan,95100
2005,Japan,101000
2006,Japan,101000
2007,Japan,90600
2008,Japan,88700
2009,Japan,93800
2010,Japan,95100
1960,Jordan,
1961,Jordan,
1962,Jordan,
1963,Jordan,
1964,Jordan,
1965,Jordan,
1966,Jordan,
1967,Jordan,
1968,Jordan,
1969,Jordan,
1970,Jordan,
1971,Jordan,0.931
1972,Jordan,0.931
1973,Jordan,0.931
1974,Jordan,0.931
1975,Jordan,0.931
1976,Jordan,1.17
1977,Jordan,0.693
1978,Jordan,0.693
1979,Jordan,0.693
1980,Jordan,0.693
1981,Jordan,0.931
1982,Jordan,0.931
1983,Jordan,1.17
1984,Jordan,1.17
1985,Jordan,1.17
1986,Jordan,16.7
1987,Jordan,24.2
1988,Jordan,20
1989,Jordan,54
1990,Jordan,162
1991,Jordan,159
1992,Jordan,171
1993,Jordan,188
1994,Jordan,272
1995,Jordan,280
1996,Jordan,275
1997,Jordan,289
1998,Jordan,295
1999,Jordan,286
2000,Jordan,286
2001,Jordan,281
2002,Jordan,263
2003,Jordan,287
2004,Jordan,294
2005,Jordan,256
2006,Jordan,290
2007,Jordan,277
2008,Jordan,276
2009,Jordan,293
1960,Kazakhstan,
1961,Kazakhstan,
1962,Kazakhstan,
1963,Kazakhstan,
1964,Kazakhstan,
1965,Kazakhstan,
1966,Kazakhstan,
1967,Kazakhstan,
1968,Kazakhstan,
1969,Kazakhstan,
1970,Kazakhstan,
1971,Kazakhstan,
1972,Kazakhstan,
1973,Kazakhstan,
1974,Kazakhstan,
1975,Kazakhstan,
1976,Kazakhstan,
1977,Kazakhstan,
1978,Kazakhstan,
1979,Kazakhstan,
1980,Kazakhstan,
1981,Kazakhstan,
1982,Kazakhstan,
1983,Kazakhstan,
1984,Kazakhstan,
1985,Kazakhstan,
1986,Kazakhstan,
1987,Kazakhstan,
1988,Kazakhstan,
1989,Kazakhstan,
1990,Kazakhstan,90500
1991,Kazakhstan,91300
1992,Kazakhstan,89000
1993,Kazakhstan,78400
1994,Kazakhstan,70900
1995,Kazakhstan,63500
1996,Kazakhstan,63300
1997,Kazakhstan,65100
1998,Kazakhstan,64400
1999,Kazakhstan,65600
2000,Kazakhstan,77900
2001,Kazakhstan,83300
2002,Kazakhstan,90400
2003,Kazakhstan,101000
2004,Kazakhstan,114000
2005,Kazakhstan,117000
2006,Kazakhstan,127000
2007,Kazakhstan,131000
2008,Kazakhstan,142000
2009,Kazakhstan,146000
1960,Kenya,
1961,Kenya,
1962,Kenya,
1963,Kenya,
1964,Kenya,
1965,Kenya,
1966,Kenya,
1967,Kenya,
1968,Kenya,
1969,Kenya,
1970,Kenya,
1971,Kenya,4280
1972,Kenya,4440
1973,Kenya,4600
1974,Kenya,4780
1975,Kenya,4970
1976,Kenya,5150
1977,Kenya,5360
1978,Kenya,5580
1979,Kenya,5810
1980,Kenya,6010
1981,Kenya,6270
1982,Kenya,6520
1983,Kenya,6790
1984,Kenya,7040
1985,Kenya,7330
1986,Kenya,7880
1987,Kenya,8160
1988,Kenya,8440
1989,Kenya,8730
1990,Kenya,9010
1991,Kenya,9290
1992,Kenya,9560
1993,Kenya,9850
1994,Kenya,10100
1995,Kenya,10500
1996,Kenya,10800
1997,Kenya,11000
1998,Kenya,11300
1999,Kenya,11500
2000,Kenya,11700
2001,Kenya,12200
2002,Kenya,12500
2003,Kenya,13200
2004,Kenya,13700
2005,Kenya,14000
2006,Kenya,14300
2007,Kenya,14700
2008,Kenya,15100
2009,Kenya,15600
1960,Kuwait,
1961,Kuwait,
1962,Kuwait,
1963,Kuwait,
1964,Kuwait,
1965,Kuwait,
1966,Kuwait,
1967,Kuwait,
1968,Kuwait,
1969,Kuwait,
1970,Kuwait,
1971,Kuwait,161000
1972,Kuwait,174000
1973,Kuwait,160000
1974,Kuwait,136000
1975,Kuwait,112000
1976,Kuwait,115000
1977,Kuwait,106000
1978,Kuwait,116000
1979,Kuwait,139000
1980,Kuwait,93600
1981,Kuwait,63700
1982,Kuwait,46400
1983,Kuwait,59800
1984,Kuwait,66800
1985,Kuwait,60800
1986,Kuwait,65100
1987,Kuwait,69600
1988,Kuwait,82900
1989,Kuwait,99000
1990,Kuwait,50400
1991,Kuwait,10100
1992,Kuwait,59800
1993,Kuwait,107000
1994,Kuwait,114000
1995,Kuwait,115000
1996,Kuwait,115000
1997,Kuwait,115000
1998,Kuwait,118000
1999,Kuwait,108000
2000,Kuwait,114000
2001,Kuwait,112000
2002,Kuwait,101000
2003,Kuwait,121000
2004,Kuwait,132000
2005,Kuwait,147000
2006,Kuwait,151000
2007,Kuwait,147000
2008,Kuwait,153000
2009,Kuwait,130000
1960,Kyrgyz Republic,
1961,Kyrgyz Republic,
1962,Kyrgyz Republic,
1963,Kyrgyz Republic,
1964,Kyrgyz Republic,
1965,Kyrgyz Republic,
1966,Kyrgyz Republic,
1967,Kyrgyz Republic,
1968,Kyrgyz Republic,
1969,Kyrgyz Republic,
1970,Kyrgyz Republic,
1971,Kyrgyz Republic,
1972,Kyrgyz Republic,
1973,Kyrgyz Republic,
1974,Kyrgyz Republic,
1975,Kyrgyz Republic,
1976,Kyrgyz Republic,
1977,Kyrgyz Republic,
1978,Kyrgyz Republic,
1979,Kyrgyz Republic,
1980,Kyrgyz Republic,
1981,Kyrgyz Republic,
1982,Kyrgyz Republic,
1983,Kyrgyz Republic,
1984,Kyrgyz Republic,
1985,Kyrgyz Republic,
1986,Kyrgyz Republic,
1987,Kyrgyz Republic,
1988,Kyrgyz Republic,
1989,Kyrgyz Republic,
1990,Kyrgyz Republic,2500
1991,Kyrgyz Republic,2440
1992,Kyrgyz Republic,1820
1993,Kyrgyz Republic,1580
1994,Kyrgyz Republic,1470
1995,Kyrgyz Republic,1260
1996,Kyrgyz Republic,1320
1997,Kyrgyz Republic,1260
1998,Kyrgyz Republic,1110
1999,Kyrgyz Republic,1300
2000,Kyrgyz Republic,1440
2001,Kyrgyz Republic,1350
2002,Kyrgyz Republic,1200
2003,Kyrgyz Republic,1400
2004,Kyrgyz Republic,1480
2005,Kyrgyz Republic,1450
2006,Kyrgyz Republic,1490
2007,Kyrgyz Republic,1430
2008,Kyrgyz Republic,1190
2009,Kyrgyz Republic,1160
1960,Latvia,
1961,Latvia,
1962,Latvia,
1963,Latvia,
1964,Latvia,
1965,Latvia,
1966,Latvia,
1967,Latvia,
1968,Latvia,
1969,Latvia,
1970,Latvia,
1971,Latvia,
1972,Latvia,
1973,Latvia,
1974,Latvia,
1975,Latvia,
1976,Latvia,
1977,Latvia,
1978,Latvia,
1979,Latvia,
1980,Latvia,
1981,Latvia,
1982,Latvia,
1983,Latvia,
1984,Latvia,
1985,Latvia,
1986,Latvia,
1987,Latvia,
1988,Latvia,
1989,Latvia,
1990,Latvia,1120
1991,Latvia,1120
1992,Latvia,1080
1993,Latvia,1180
1994,Latvia,1330
1995,Latvia,1430
1996,Latvia,1440
1997,Latvia,1620
1998,Latvia,1770
1999,Latvia,1640
2000,Latvia,1410
2001,Latvia,1520
2002,Latvia,1610
2003,Latvia,1740
2004,Latvia,1850
2005,Latvia,1860
2006,Latvia,1850
2007,Latvia,1800
2008,Latvia,1790
2009,Latvia,2100
1960,Lebanon,
1961,Lebanon,
1962,Lebanon,
1963,Lebanon,
1964,Lebanon,
1965,Lebanon,
1966,Lebanon,
1967,Lebanon,
1968,Lebanon,
1969,Lebanon,
1970,Lebanon,
1971,Lebanon,169
1972,Lebanon,169
1973,Lebanon,142
1974,Lebanon,178
1975,Lebanon,178
1976,Lebanon,178
1977,Lebanon,178
1978,Lebanon,177
1979,Lebanon,179
1980,Lebanon,178
1981,Lebanon,177
1982,Lebanon,160
1983,Lebanon,152
1984,Lebanon,155
1985,Lebanon,155
1986,Lebanon,153
1987,Lebanon,157
1988,Lebanon,157
1989,Lebanon,150
1990,Lebanon,143
1991,Lebanon,151
1992,Lebanon,167
1993,Lebanon,171
1994,Lebanon,185
1995,Lebanon,180
1996,Lebanon,190
1997,Lebanon,201
1998,Lebanon,193
1999,Lebanon,155
2000,Lebanon,167
2001,Lebanon,159
2002,Lebanon,191
2003,Lebanon,252
2004,Lebanon,234
2005,Lebanon,229
2006,Lebanon,200
2007,Lebanon,192
2008,Lebanon,166
2009,Lebanon,174
1960,Libya,
1961,Libya,
1962,Libya,
1963,Libya,
1964,Libya,
1965,Libya,
1966,Libya,
1967,Libya,
1968,Libya,
1969,Libya,
1970,Libya,
1971,Libya,138000
1972,Libya,115000
1973,Libya,113000
1974,Libya,80200
1975,Libya,78800
1976,Libya,102000
1977,Libya,108000
1978,Libya,104000
1979,Libya,110000
1980,Libya,96600
1981,Libya,64300
1982,Libya,60400
1983,Libya,58100
1984,Libya,58800
1985,Libya,57200
1986,Libya,56900
1987,Libya,55200
1988,Libya,58700
1989,Libya,61100
1990,Libya,73200
1991,Libya,81700
1992,Libya,78000
1993,Libya,74100
1994,Libya,75000
1995,Libya,76100
1996,Libya,75700
1997,Libya,75800
1998,Libya,78300
1999,Libya,69300
2000,Libya,72800
2001,Libya,71900
2002,Libya,65900
2003,Libya,77500
2004,Libya,86300
2005,Libya,94400
2006,Libya,100000
2007,Libya,97700
2008,Libya,101000
2009,Libya,87100
1960,Lithuania,
1961,Lithuania,
1962,Lithuania,
1963,Lithuania,
1964,Lithuania,
1965,Lithuania,
1966,Lithuania,
1967,Lithuania,
1968,Lithuania,
1969,Lithuania,
1970,Lithuania,
1971,Lithuania,
1972,Lithuania,
1973,Lithuania,
1974,Lithuania,
1975,Lithuania,
1976,Lithuania,
1977,Lithuania,
1978,Lithuania,
1979,Lithuania,
1980,Lithuania,
1981,Lithuania,
1982,Lithuania,
1983,Lithuania,
1984,Lithuania,
1985,Lithuania,
1986,Lithuania,
1987,Lithuania,
1988,Lithuania,
1989,Lithuania,
1990,Lithuania,4940
1991,Lithuania,4930
1992,Lithuania,4370
1993,Lithuania,3860
1994,Lithuania,2700
1995,Lithuania,3850
1996,Lithuania,4490
1997,Lithuania,4060
1998,Lithuania,4620
1999,Lithuania,3660
2000,Lithuania,3360
2001,Lithuania,4260
2002,Lithuania,5060
2003,Lithuania,5370
2004,Lithuania,5200
2005,Lithuania,3920
2006,Lithuania,3490
2007,Lithuania,3800
2008,Lithuania,3850
2009,Lithuania,4210
1960,Luxembourg,1.72
1961,Luxembourg,4.9
1962,Luxembourg,3.87
1963,Luxembourg,0.172
1964,Luxembourg,6.45
1965,Luxembourg,8.51
1966,Luxembourg,7.74
1967,Luxembourg,8.34
1968,Luxembourg,8.43
1969,Luxembourg,7.31
1970,Luxembourg,8.26
1971,Luxembourg,4.73
1972,Luxembourg,5.59
1973,Luxembourg,4.04
1974,Luxembourg,7.14
1975,Luxembourg,6.11
1976,Luxembourg,3.96
1977,Luxembourg,24.3
1978,Luxembourg,24.2
1979,Luxembourg,26.1
1980,Luxembourg,29.4
1981,Luxembourg,30.3
1982,Luxembourg,28.7
1983,Luxembourg,28.4
1984,Luxembourg,30.9
1985,Luxembourg,30.7
1986,Luxembourg,26.1
1987,Luxembourg,33.7
1988,Luxembourg,36.6
1989,Luxembourg,35.1
1990,Luxembourg,28.8
1991,Luxembourg,30.5
1992,Luxembourg,45.6
1993,Luxembourg,44.2
1994,Luxembourg,45.3
1995,Luxembourg,44.6
1996,Luxembourg,37.4
1997,Luxembourg,42.5
1998,Luxembourg,53.1
1999,Luxembourg,53.4
2000,Luxembourg,57.3
2001,Luxembourg,58.2
2002,Luxembourg,56.1
2003,Luxembourg,58.1
2004,Luxembourg,66.7
2005,Luxembourg,88.3
2006,Luxembourg,91.9
2007,Luxembourg,94.6
2008,Luxembourg,101
2009,Luxembourg,106
2010,Luxembourg,104
1960,Malaysia,
1961,Malaysia,
1962,Malaysia,
1963,Malaysia,
1964,Malaysia,
1965,Malaysia,
1966,Malaysia,
1967,Malaysia,
1968,Malaysia,
1969,Malaysia,
1970,Malaysia,
1971,Malaysia,4770
1972,Malaysia,6020
1973,Malaysia,5970
1974,Malaysia,5630
1975,Malaysia,6670
1976,Malaysia,10000
1977,Malaysia,11000
1978,Malaysia,15000
1979,Malaysia,18800
1980,Malaysia,18200
1981,Malaysia,17000
1982,Malaysia,19800
1983,Malaysia,27100
1984,Malaysia,33400
1985,Malaysia,34200
1986,Malaysia,40200
1987,Malaysia,41100
1988,Malaysia,43900
1989,Malaysia,47100
1990,Malaysia,48800
1991,Malaysia,52800
1992,Malaysia,54200
1993,Malaysia,56400
1994,Malaysia,58300
1995,Malaysia,64600
1996,Malaysia,70100
1997,Malaysia,73700
1998,Malaysia,74600
1999,Malaysia,72800
2000,Malaysia,76100
2001,Malaysia,77200
2002,Malaysia,80500
2003,Malaysia,83900
2004,Malaysia,88500
2005,Malaysia,91500
2006,Malaysia,90300
2007,Malaysia,90100
2008,Malaysia,93100
2009,Malaysia,89700
1960,Malta,
1961,Malta,
1962,Malta,
1963,Malta,
1964,Malta,
1965,Malta,
1966,Malta,
1967,Malta,
1968,Malta,
1969,Malta,
1970,Malta,
1971,Malta,0
1972,Malta,0
1973,Malta,0
1974,Malta,0
1975,Malta,0
1976,Malta,0
1977,Malta,0
1978,Malta,0
1979,Malta,0
1980,Malta,0
1981,Malta,0
1982,Malta,0
1983,Malta,0
1984,Malta,0
1985,Malta,0
1986,Malta,0
1987,Malta,0
1988,Malta,0
1989,Malta,0
1990,Malta,0
1991,Malta,0
1992,Malta,0
1993,Malta,0
1994,Malta,0
1995,Malta,0
1996,Malta,0
1997,Malta,0
1998,Malta,0
1999,Malta,0
2000,Malta,0
2001,Malta,0
2002,Malta,0.239
2003,Malta,0.31
2004,Malta,0.406
2005,Malta,0.525
2006,Malta,0.645
2007,Malta,0.788
2008,Malta,0.907
2009,Malta,1.07
1960,Mexico,
1961,Mexico,
1962,Mexico,
1963,Mexico,
1964,Mexico,
1965,Mexico,
1966,Mexico,
1967,Mexico,
1968,Mexico,
1969,Mexico,
1970,Mexico,
1971,Mexico,43400
1972,Mexico,45100
1973,Mexico,47300
1974,Mexico,55200
1975,Mexico,63000
1976,Mexico,67900
1977,Mexico,79200
1978,Mexico,95000
1979,Mexico,114000
1980,Mexico,147000
1981,Mexico,171000
1982,Mexico,196000
1983,Mexico,193000
1984,Mexico,195000
1985,Mexico,193000
1986,Mexico,182000
1987,Mexico,191000
1988,Mexico,190000
1989,Mexico,191000
1990,Mexico,195000
1991,Mexico,202000
1992,Mexico,202000
1993,Mexico,203000
1994,Mexico,204000
1995,Mexico,202000
1996,Mexico,212000
1997,Mexico,220000
1998,Mexico,224000
1999,Mexico,221000
2000,Mexico,222000
2001,Mexico,226000
2002,Mexico,226000
2003,Mexico,237000
2004,Mexico,247000
2005,Mexico,254000
2006,Mexico,251000
2007,Mexico,244000
2008,Mexico,233000
2009,Mexico,220000
2010,Mexico,218000
1960,Moldova,
1961,Moldova,
1962,Moldova,
1963,Moldova,
1964,Moldova,
1965,Moldova,
1966,Moldova,
1967,Moldova,
1968,Moldova,
1969,Moldova,
1970,Moldova,
1971,Moldova,
1972,Moldova,
1973,Moldova,
1974,Moldova,
1975,Moldova,
1976,Moldova,
1977,Moldova,
1978,Moldova,
1979,Moldova,
1980,Moldova,
1981,Moldova,
1982,Moldova,
1983,Moldova,
1984,Moldova,
1985,Moldova,
1986,Moldova,
1987,Moldova,
1988,Moldova,
1989,Moldova,
1990,Moldova,57.9
1991,Moldova,65.8
1992,Moldova,58.1
1993,Moldova,63.3
1994,Moldova,52.6
1995,Moldova,54.1
1996,Moldova,91
1997,Moldova,100
1998,Moldova,62.6
1999,Moldova,63.9
2000,Moldova,63.8
2001,Moldova,74.2
2002,Moldova,75.5
2003,Moldova,84.6
2004,Moldova,92.2
2005,Moldova,88.4
2006,Moldova,87.3
2007,Moldova,88.1
2008,Moldova,102
2009,Moldova,104
1960,Mongolia,
1961,Mongolia,
1962,Mongolia,
1963,Mongolia,
1964,Mongolia,
1965,Mongolia,
1966,Mongolia,
1967,Mongolia,
1968,Mongolia,
1969,Mongolia,
1970,Mongolia,
1971,Mongolia,
1972,Mongolia,
1973,Mongolia,
1974,Mongolia,
1975,Mongolia,
1976,Mongolia,
1977,Mongolia,
1978,Mongolia,
1979,Mongolia,
1980,Mongolia,
1981,Mongolia,
1982,Mongolia,
1983,Mongolia,
1984,Mongolia,
1985,Mongolia,2490
1986,Mongolia,2680
1987,Mongolia,2980
1988,Mongolia,3280
1989,Mongolia,3090
1990,Mongolia,2750
1991,Mongolia,3250
1992,Mongolia,2900
1993,Mongolia,2560
1994,Mongolia,2330
1995,Mongolia,2260
1996,Mongolia,1870
1997,Mongolia,1810
1998,Mongolia,1860
1999,Mongolia,1840
2000,Mongolia,1920
2001,Mongolia,1900
2002,Mongolia,2050
2003,Mongolia,1980
2004,Mongolia,2020
2005,Mongolia,3420
2006,Mongolia,3750
2007,Mongolia,4480
2008,Mongolia,5110
2009,Mongolia,7690
1960,Morocco,
1961,Morocco,
1962,Morocco,
1963,Morocco,
1964,Morocco,
1965,Morocco,
1966,Morocco,
1967,Morocco,
1968,Morocco,
1969,Morocco,
1970,Morocco,
1971,Morocco,620
1972,Morocco,683
1973,Morocco,688
1974,Morocco,733
1975,Morocco,747
1976,Morocco,808
1977,Morocco,899
1978,Morocco,863
1979,Morocco,896
1980,Morocco,878
1981,Morocco,812
1982,Morocco,789
1983,Morocco,836
1984,Morocco,879
1985,Morocco,874
1986,Morocco,891
1987,Morocco,812
1988,Morocco,831
1989,Morocco,758
1990,Morocco,773
1991,Morocco,835
1992,Morocco,816
1993,Morocco,789
1994,Morocco,849
1995,Morocco,831
1996,Morocco,877
1997,Morocco,842
1998,Morocco,765
1999,Morocco,615
2000,Morocco,571
2001,Morocco,584
2002,Morocco,586
2003,Morocco,639
2004,Morocco,680
2005,Morocco,610
2006,Morocco,629
2007,Morocco,639
2008,Morocco,633
2009,Morocco,782
1960,Mozambique,
1961,Mozambique,
1962,Mozambique,
1963,Mozambique,
1964,Mozambique,
1965,Mozambique,
1966,Mozambique,
1967,Mozambique,
1968,Mozambique,
1969,Mozambique,
1970,Mozambique,
1971,Mozambique,6170
1972,Mozambique,6130
1973,Mozambique,6130
1974,Mozambique,6180
1975,Mozambique,6280
1976,Mozambique,6250
1977,Mozambique,6120
1978,Mozambique,6040
1979,Mozambique,6060
1980,Mozambique,6090
1981,Mozambique,6120
1982,Mozambique,6060
1983,Mozambique,5970
1984,Mozambique,5950
1985,Mozambique,5920
1986,Mozambique,5820
1987,Mozambique,5780
1988,Mozambique,5710
1989,Mozambique,5660
1990,Mozambique,5610
1991,Mozambique,5600
1992,Mozambique,5630
1993,Mozambique,5700
1994,Mozambique,5800
1995,Mozambique,5910
1996,Mozambique,6010
1997,Mozambique,6160
1998,Mozambique,6770
1999,Mozambique,6960
2000,Mozambique,7260
2001,Mozambique,7550
2002,Mozambique,7760
2003,Mozambique,7730
2004,Mozambique,9050
2005,Mozambique,10100
2006,Mozambique,10700
2007,Mozambique,11100
2008,Mozambique,11500
2009,Mozambique,11900
1960,Myanmar,
1961,Myanmar,
1962,Myanmar,
1963,Myanmar,
1964,Myanmar,
1965,Myanmar,
1966,Myanmar,
1967,Myanmar,
1968,Myanmar,
1969,Myanmar,
1970,Myanmar,
1971,Myanmar,7340
1972,Myanmar,7630
1973,Myanmar,7810
1974,Myanmar,7870
1975,Myanmar,8130
1976,Myanmar,8530
1977,Myanmar,8830
1978,Myanmar,9000
1979,Myanmar,9210
1980,Myanmar,9520
1981,Myanmar,9640
1982,Myanmar,9760
1983,Myanmar,9990
1984,Myanmar,10400
1985,Myanmar,11100
1986,Myanmar,11200
1987,Myanmar,10900
1988,Myanmar,10600
1989,Myanmar,10900
1990,Myanmar,10700
1991,Myanmar,10500
1992,Myanmar,10800
1993,Myanmar,10400
1994,Myanmar,11000
1995,Myanmar,11000
1996,Myanmar,10900
1997,Myanmar,11200
1998,Myanmar,12200
1999,Myanmar,13700
2000,Myanmar,15400
2001,Myanmar,15800
2002,Myanmar,16500
2003,Myanmar,18400
2004,Myanmar,20600
2005,Myanmar,23100
2006,Myanmar,23000
2007,Myanmar,23900
2008,Myanmar,23000
2009,Myanmar,22400
1960,Namibia,
1961,Namibia,
1962,Namibia,
1963,Namibia,
1964,Namibia,
1965,Namibia,
1966,Namibia,
1967,Namibia,
1968,Namibia,
1969,Namibia,
1970,Namibia,
1971,Namibia,
1972,Namibia,
1973,Namibia,
1974,Namibia,
1975,Namibia,
1976,Namibia,
1977,Namibia,
1978,Namibia,
1979,Namibia,
1980,Namibia,
1981,Namibia,
1982,Namibia,
1983,Namibia,
1984,Namibia,
1985,Namibia,
1986,Namibia,
1987,Namibia,
1988,Namibia,
1989,Namibia,
1990,Namibia,
1991,Namibia,218
1992,Namibia,211
1993,Namibia,207
1994,Namibia,190
1995,Namibia,249
1996,Namibia,230
1997,Namibia,217
1998,Namibia,252
1999,Namibia,270
2000,Namibia,286
2001,Namibia,296
2002,Namibia,298
2003,Namibia,317
2004,Namibia,323
2005,Namibia,324
2006,Namibia,313
2007,Namibia,332
2008,Namibia,324
2009,Namibia,329
1960,Nepal,
1961,Nepal,
1962,Nepal,
1963,Nepal,
1964,Nepal,
1965,Nepal,
1966,Nepal,
1967,Nepal,
1968,Nepal,
1969,Nepal,
1970,Nepal,
1971,Nepal,3600
1972,Nepal,3680
1973,Nepal,3760
1974,Nepal,3840
1975,Nepal,3930
1976,Nepal,4020
1977,Nepal,4110
1978,Nepal,4200
1979,Nepal,4300
1980,Nepal,4400
1981,Nepal,4500
1982,Nepal,4600
1983,Nepal,4710
1984,Nepal,4810
1985,Nepal,4910
1986,Nepal,5030
1987,Nepal,5140
